output/res50k.genus.seq150.k16.arff,56.35,51.97,*,50.39,*,59.66,v,50.13,*,54.95,' '
output/res50k.genus.seq300.k11.arff,12.32,15.27,v,12.44,' ',12.52,' ',11.75,' ',12.09,' '
output/res50k.genus.seq300.k12.arff,43.60,30.11,*,19.62,*,21.40,*,28.12,*,39.63,*
output/res50k.genus.seq300.k13.arff,59.47,57.91,' ',25.89,*,32.58,*,54.27,*,58.91,' '
output/res50k.genus.seq300.k14.arff,69.87,75.04,v,51.85,*,62.68,' ',69.36,' ',68.91,' '
output/res50k.genus.seq300.k15.arff,74.06,79.67,v,80.31,v,75.97,v,77.81,v,72.56,*
output/res50k.genus.seq300.k16.arff,74.61,78.01,v,76.46,v,76.57,v,75.77,v,73.73,' '
output/res50k.genus.seq450.k11.arff,18.49,19.48,' ',17.99,' ',18.32,' ',9.86,' ',9.93,' '
output/res50k.genus.seq450.k12.arff,56.17,45.62,*,36.16,*,42.77,*,39.61,*,50.72,*
output/res50k.genus.seq450.k13.arff,72.70,75.93,v,65.99,*,70.16,*,68.45,*,71.53,' '
output/res50k.genus.seq450.k14.arff,82.06,86.20,v,85.21,v,82.52,' ',83.13,' ',79.54,*
output/res50k.genus.seq450.k15.arff,85.05,89.09,v,90.59,v,86.33,v,88.96,v,84.05,*
output/res50k.genus.seq450.k16.arff,85.43,88.71,v,88.52,v,86.21,' ',87.68,v,85.02,' '
output/res50k.genus.seq600.k11.arff,50.17,36.96,*,30.17,*,34.15,*,24.31,*,26.45,*
output/res50k.genus.seq600.k12.arff,81.07,69.39,*,59.01,*,75.65,*,60.98,*,76.27,*
output/res50k.genus.seq600.k13.arff,88.32,84.67,*,74.97,*,80.90,*,82.99,*,86.01,*
output/res50k.genus.seq600.k14.arff,91.10,82.89,*,57.49,*,91.28,' ',89.15,' ',88.88,' '
output/res50k.genus.seq600.k15.arff,90.89,86.15,*,79.20,*,91.43,' ',92.73,' ',90.03,' '
output/ibol.species.seq150.k11.arff,6.74,4.67,*,2.24,*,2.24,*,5.34,*,6.43,' '
output/ibol.species.seq150.k12.arff,49.61,13.74,*,2.24,*,2.24,*,19.78,*,'',''
output/res50k.genus.seq600.k16.arff,90.75,88.73,*,88.00,*,91.17,' ',92.66,v,90.32,' '
